"","cartodb_id","the_geom","plazas_hoteleras_aprobadas_en_planeamiento","ubicacion_codigo_ine_municipio","archivos_adjuntos","material_grafico","enlaces_noticias","dominio_publico","zonificacion_nivel_proteccion","nombre_figuras_proteccion_ambiental","figuras_proteccion_ambiental","entidades_financieras","concurso_acreedores","cuantia_hipoteca","hipoteca_cargas","fallo","tribunal_dicta","n_fecha_sentencias","sentencias_judiciales","recursos_interpuestos","otros_urbanistico_politica","licencia_urbanistico_politica","proyecto_urbanistico_politica","modificacion_urbanistico_politica","plan_parcial_urbanistico_politica","convenio_urbanistico_politica","otros_planeamiento_tecnico_redactor","licencia_obras_planeamiento_tecnico_redactor","proyecto_urbanistico_planeamiento_tecnico_redactor","modificacion_pgou_planeamiento_tecnico_redactor","plan_parcial_planeamiento_tecnico_redactor","convenio_urbanistico_planeamiento_tecnico_redactor","otras_fechas_planeamiento_fecha_licencia","licencia_obras_planeamiento_fecha_licencia","proyecto_urbanistico_planeamiento_fecha_licencia","modificacion_pgou_planeamiento_fecha_licencia","plan_parcial_planeamiento_fecha_licencia","convenio_urbanistico_planeamiento_fecha_licencia","numero_de_visitantes_previsto_aplicable_centros_de_ocio_planeam","numero_habitantes_previsto_planeamiento","parcelas_uso_equipamiento_aprobadas_planeamiento","parcelas_uso_comercial_aprobadas_en_planeamiento","parcelas_uso_industrial_aprobadas_en_planeamiento","viviendas_aprobadas_en_planeamiento","edificabilidad_absoluta_planificada_o_aprobada","comentarios_tipologia","tipologia_edificatoria","comentarios_otros","uso","ubicacion_codigo_ine_provincia","descripcion_propiedad","arquitecto_o_tecnico_redactor","constructor","promotor","comentarios_otras_opciones","estado_actual","parcelas_uso_equipamiento_construidas","parcelas_uso_comercial_construidas","parcelas_uso_industrial_construidas","plazas_hoteleras_construidas","viviendas_construidas","suelo_ocupado_actual","superficie_construida","superficie_terreno","padre_adoptivo","fecha_autor_fuente_de_la_foto","enlance_a_mapa_foto_aerea","enlace_web","fuente","tipologia_asentamiento_secundario","tipologia_asentamiento_principal","comunidad_autonoma","provincia","municipio","direccion","latitud_longitud","nombre_urbanistico","nombre_promocional","latitud","longitud"
"54",47,"0101000020E6100000B6D9588979560FC0D8666325E6854340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31181.5",,,,"8909","3501675",,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Urbanización no terminada",,,,,,,,"6834590","Ruinas modernas","IGN-PNOA fecha vuelo:06-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=421022&y=4322122&zone=30&r=930&visible=PNOA;","http://meipi.org/6000km.meipi.php?open_entry=38, http://www.juliaschulzdornburg.com/cas/el-reino-de-don-quijote, http://www.nacionrotonda.com/2014/11/el-reino-de-don-quijote-ciudad-real.html,http://www.6000km.org/localizaciones/pau-el-reino-de-don-quijote/","Ruinas Modernas, 6000km, mediturban, Nacion rotonda, Ecologistas en Acción",,"DEO - Desarrollo ligado a instalaciones de ocio","Castilla La Mancha","Ciudad Real","Ciudad Real","El Reino, Crta. Ciudad Real a Toledo","39.046086, -3.917224"," PSI Complejo de Ocio el Reino de Don Quijote (2002), Sector S-ERDQ el Reino de Don Quijote (2008)","El Reino de Don Quijote",39.046086,-3.917224
"55",48,"0101000020E61000002254A9D9034D10C05B61FA5E43664340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"443410","Ruinas modernas","IGN-PNOA fecha vuelo:06-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=406516&y=4294678&zone=30&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/complejo-turistico-ocio-calatrava","Ruinas Modernas, Mediturban","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Castilla La Mancha","Ciudad Real","Villamayor de Calatrava","Salida 189 autovia A-41","38.798931, -4.075210","Sector con Plan Parcial","Complejo turístico y de ocio Calatrava",38.798931,-4.07521
"56",49,"0101000020E6100000240ED940BAF80FC059C4B0C3986E4340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"12340000","@numeroteca","IGN-PNOA fecha vuelo:06-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=415226&y=4302326&zone=30&r=930&visible=PNOA;","http://www.6000km.org/localizaciones/aeropuerto-central-ciudad-real-y-zona-logistica/, http://ecowiki.ecologistasenaccion.org/wiki/Aeropuerto_de_Ciudad_Real","6000km, Ecologistas en Acción",,"TEP - Terciario vinculado a población","Castilla La Mancha","Ciudad Real","Ciudad Real","Autovía Ciudad Real-Puertollano, Salida 178","38.864037,-3.996449",,"Aeropuerto Central Ciudad Real y zona logística",38.864037,-3.996449
"57",50,"0101000020E6100000A9DE1AD82A41FABF22FC8BA031314340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2159.5",,,,"617","95000",,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"494358","Ruinas Modernas","IGN-PNOA fecha vuelo:07-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=618188&y=4249274&zone=30&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/higuericas-finca-parcs, http://ecowiki.ecologistasenaccion.org/index.php?title=Hell%C3%ADn_-_Urbanizaci%C3%B3n_en_Las_Higuericas","Ruinas Modernas, Mediturban, Ecologistas en Acción",,"NEU - Nueva entidad urbana","Castilla La Mancha","Albacete","Hellín","polígono 68 Parcela 73, Solana Higuericas","38.384327, -1.640910","SU-Sector “Las Higuericas”","Las Higuericas Finca Parcs",38.384327,-1.64091
"58",61,"0101000020E6100000D099B4A9BA5716C001892650C47A4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"966",,,,"276","48218",,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Edificación no terminada",,,,,,,,"137766","Ruinas Modernas",,,"http://www.juliaschulzdornburg.com/cas/urbanizacion-vilamagna","Ruinas Modernas",,"NEU - Nueva entidad urbana","Castilla y León","Salamanca","Pelabravo"," Ctra. de Santa Marta de Tormes a Nuevo Naharros.","40.959116, -5.585673","sector URB-27 “Nuevos Naharros”","Urbanización Vilamagna",40.959116,-5.585673
"59",119,"0101000020E61000005F0D501A6A94F0BFFC19DEACC1ED4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1088.5",,,,"311","25695",,"Vivienda unifamiliar pareada o adosada",,"Residencial Unifamiliar",,,,,,,"Edificación no terminada",,,,,,,,"313880","Ruinas Modernas",,,"http://www.juliaschulzdornburg.com/cas/la-tercia-ii","Ruinas Modernas",,"NEU - Nueva entidad urbana","Región de Murcia",,"Murcia","Gea y Truyols","37.857473,-1.036234","sector ZU-SP-GT18 “La Tercia II”","La Tercia II ?",37.857473,-1.036234
"60",79,"0101000020E6100000795FF0C407410CC0DFB941FEE3304440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,,,,,,,"https://www.google.es/maps/place/Cristo+de+Rivas,+28052+Madrid/@40.3819578,-3.5317531,2306m/data=!3m1!1e3!4m2!3m1!1s0xd423af0a83a21d9:0x48e8b9eac6098872","http://es.wikipedia.org/wiki/Ensanche_Sur_de_Alcorc%C3%B3n","Ecologistas en Acción",,"NEU - Nueva entidad urbana","Comunidad de Madrid","Madrid","Rivas Vaciamadrid","Cristo de Rivas","40.3819578,-3.5317531","sector SUS ""Vaciamadrid""","Rivas Vaciamadrid",40.3819578,-3.5317531
"61",51,"0101000020E61000000D1CD0D215ACFCBF16A75A0BB3784340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6328",,,,"1808","383373","admite adosadas","Vivienda unifamiliar aislada",,"Residencial Unifamiliar",,,,"Moreno y Roldan C. y P., S.L.","Residencial Montearagón S.L",,"Inicio de los trabajos (movimiento de tierras)",,,,,"0",,,"2037094","Ruinas Modernas","IGN-PNOA fecha vuelo:06-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=604978&y=4311176&zone=30&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/residencial-montearagon, http://www.nacionrotonda.com/2013/12/chinchilla-este-cuenca.html","Ruinas Modernas, Nación Rotonda",,"NEU - Nueva entidad urbana","Castilla La Mancha","Albacete","Chinchilla de Monte-Aragón"," Polígono 20, Paraje la Losilla","38.942964, -1.792013","sector AR-1 “La Losilla”","Residencial Montearagón, Montearagón Golf",38.942964,-1.792013
"62",52,"0101000020E61000004260E5D0225B0DC04694F6065F104440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edificación en Manzana Cerrada",,"Residencial Colectivo",,,,,"Grupo Francisco Hernando","Urbanización terminada. Hay edificación ternimada y en uso y edificación a medio a hacer.","Edificación no terminada",,,,,"13508",,,"1800000","@numeroteca","Vuelo PNOA: 1/07/2014","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=442954&y=4442203&zone=30&r=792&visible=PNOA;","http://www.6000km.org/localizaciones/residencial-francisco-hernando-pau-el-quinon-y-autopista-de-peaje-radial-4, http://www.nacionrotonda.com/2013/05/sesena-toledo-2003-2012.html, http://ecowiki.ecologistasenaccion.org/index.php?title=Sese%C3%B1a_-_Urbanizaci%C3%B3n_en_El_Qui%C3%B1%C3%B3n","6000km, Ruinas Modernas, Nación Rotonda, Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Castilla La Mancha","Toledo","Seseña","Residencial Francisco Hernando ","40.12790,-3.66950","PAU “El Quiñón”","Residencial Francisco Hernando ",40.1279,-3.6695
"63",53,"0101000020E61000003412A1116C7C09C0CF6339AEEB524440",,130,,"https://youtu.be/Y2RpxwrtaoI","https://elhexagono.wordpress.com/2015/04/10/campus-9-anos-y-en-el-punto-cero/  http://www.abc.es/20110210/comunidad-castillalamancha/abcp-adjudicadas-obras-campus-20110210.html http://noticias.universia.es/vida-universitaria/noticia/2010/07/04/653100/presentacion-proyecto-futuro-campus-universitario-guadalajara.html  http://www.abc.es/comunidad-castillalamancha/20130306/abcp-ayuntamiento-dice-ruisenor-revertido-20130306.html  http://www.lacronica.net/hercesa-dispondra-hasta-2017-para-hacer-que-el-poligono-del-ruisenor-55605.htm",,,,,,,,,,,,,,"Ayuntamiento Guadalajara (PP) - JCCM (PSOE)",,,,,,,,,,,,"Planreamiento 2006, se elige proyecto en 2007","8/1/2010",,,,,,,,,,,,,"Otros","Campus universitario y parque científico tecnológico, poligono industrial y zonas de ocio con residencia de estudiantes","Dotacional Infraestructuras","19",,"Estudio Cano Lasso","Hercesa? Rayet? Cerquia?","JCCM?","Urbanizacion no terminada, proyecto abandonado","Urbanización no terminada","0","0","0","0","0",,,"99000",,"Vuelo PNOA: 07-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=484300&y=4499214&zone=30&r=688&visible=PNOA;",,,"ZIP - Zona industrial vinculada a población","TIA - Infraestructuras de impacto territorial ","Castilla La Mancha","Guadalajara","Guadalajara","Polígono Sppp 40, 35P, 19004 Guadalajara","40.6478174, -3.185753","Polígono El Riuseñor, SPPP 40","Universidad de Guadalajara",40.6478174,-3.185753
"64",54,"0101000020E6100000C05B2041F1E308C0C139234A7B4B4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.75",670000,"4000000","@montera34",,,"http://www.6000km.org/localizaciones/ciudad-valdeluz/, http://ecowiki.ecologistasenaccion.org/index.php?title=Yebes_-_Ciudad_Valdeluz","6000km, Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Castilla La Mancha","Guadalajara","Yebes",,"40.5897,-3.1113",,"Ciudad de Valdeluz",40.5897,-3.1113
"65",55,"0101000020E6100000000000000F7F07C0265BB7D050B24340",0,13061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"Edificación en Manzana Cerrada",,"Industrial","13","“El Parque Empresarial va a afianzar el crecimiento laboral, demográfico y social de Pedro Muñoz”",,"SACYR, S.A.U.","Servicio Público de Empleo Estatal (SEPES) y Fondo Europeo de Desarrollo Regional","Urbanizado pero sin construir. El Parque Empresarial 'Pedro Muñoz Industrial', con una superficie de casi 53 ha, se trata del polígono industrial de más reciente creación en Pedro Muñoz (sus obras se iniciaron en 2008). Se encuentra al norte del municipio, al este de la carretera que une Pedro Muñoz y Tomelloso y puede decirse que se trata de un polígono industrial totalmente fantasma. Contó con una inversión inicial por parte del Servicio Público de Empleo Estatal (SEPES) y del Fondo Europeo de Desarrollo Regional de 13.353.694’07 € que aún no han sido amortizados, pues las expectativas potenciales de un fuerte desarrollo industrial en el municipio se quedaron en papel mojado con el impacto de la crisis económica.","Edificación terminada sin uso",,,,,,,,"528500","@ssanz_","IGN-PNOA. Vuelo 2012-06","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=505298&y=4360383&zone=30&r=642&visible=PNOA;","http://www.poligonoscepe.org/noticias-detalle.asp?id=12369",,,"ZIP - Zona industrial vinculada a población","Castilla La Mancha","Ciudad Real","Pedro Muñoz",,"39.39309128716404,-2.937040328979492",,"Parque Empresarial 'Pedro Muñoz Industrial'",39.393091287164,-2.93704032897949
"66",56,"0101000020E6100000FFFFFFFFA55A0DC00BB17B1F1A114440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No tiene salida comercial vendiéndose piso por piso. Tampoco como edificio residencial globalmente","Edificación terminada sin uso",,,,,,,,"1000","DelendaCarthagoEst",,,"Vivo justo en el edificio de al lado",,,"NOE - Nuevo desarrollo urbano",,"Toledo","Seseña","Calle Francisco de Goya 21","40.133609710117604,-3.6692619323730464  ",,"Torres del Residencial Francisco Hernando",40.1336097101176,-3.66926193237305
"67",57,"0101000020E610000073D87DC7F0F815C0FBE6FEEA716D4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"455",,,,"130","39029",,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"260198","Ruinas Modernas","IGN-PNOA. fecha vuelo 06-2011","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=289753&y=4525625&zone=30&r=465&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/residencial-alba-marina,http://www.nacionrotonda.com/2013/11/alba-marina-alba-de-tormes-salamanca.html","Ruinas Modernas- Mediturban- Nación Rotonda",,"NEU","Castilla y León","Salamanca","Alba de Tormes.","Camino de las Viñas.","40.855039, -5.493106","Sector U4-Ur","Residencial Alba Marina",40.855039,-5.493106
"68",58,"0101000020E610000043FF04172B2A14C0DB4C857824C44440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,"297899",,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,," ",,"218000","Ruinas Modernas",,,"http://www.juliaschulzdornburg.com/cas/complejo-meseta-ski","Ruinas Modernas- Ecologistas en acción",,"DEO - Desarrollo ligado a instalaciones de ocio","Castilla y León","Valladolid"," Tordesillas","Ladera norte del cerro de «San Juan», en Villavieja del Cerro,","41.532363, -5.041180","Complejo de Ocio y Aventura Meseta-Ski","Complejo de Aventuras Meseta Ski",41.532363,-5.04118
"69",59,"0101000020E6100000FAF02C41461014C0D5D0066003C24440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"697229","Ruinas Modernas",,,"http://www.juliaschulzdornburg.com/cas/tordesillas-sector-1","Ruinas Modernas",,"ZIP - Zona industrial vinculada a población","Castilla y León","Valladolid",,"Circunvalación autovía A-6 y carretera autonómica C-611. ","41.515728, -5.015893","Sector I de la Actuación Logística-Industrial","Parque empresarial Tordesillas Sector 1 ",41.515728,-5.015893
"70",63,"0101000020E610000069177893849916C044CF1C48CD764440",,37085,"http://servicios.jcyl.es/PlanPublica/searchVPubDocMuniPlau.do?bInfoPublica=N&provincia=37&municipio=085#",,"http://www.santamartadetormes.es/pics/T12-1.pdf; http://salamancartvaldia.es/not/74436/actuaciones-de-reindustrializacion-y-mejora-de-instalaciones-deportivas-entre-las-inversiones-mas-destacadas-/",,,,"No hay",,,,,,,,,,,,,,,,,,,"Francisco Javier Amenedo Ansede",,,,,,"11/29/2005",,"6/26/2006",,"1312.5","2",,,"375","40080",,"Bloque exento","También hay ""Dotación Equipamientos""","Residencial Colectivo","37",,"Fran J. Amenedo Ansede","GEXPA","HABITARAMA (MAEXPA GRUPO INMOBILIARIO, S.L.)","Hay también ""Urbanización terminada"" y ""Edificación no terminada"" (2 parcelas inacabadas)","Edificación no terminada","1 parcela - colegio",,,,"375 (124 construidas y 37 parcialmente)","16.70%",15580,"93250","Geografía Salamanca",,"http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=276876&y=4534169&zone=30&r=374&visible=PNOA;",,"Geografía Salamanca",,"NOE - Nuevo desarrollo urbano","Castilla y León","Salamanca","Carbajosa de la Sagrada","Calle Torres s/n - Calle Arapiles s/n - Calle Pinilla s/n","40.9281397,-5.6499198,17","Sector SUD.1","Reales de Carbajosa",40.9281397,-5.6499198
"71",64,"0101000020E6100000A9A0A2EA577A10C0626534F2797F4440",,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"267","35890",,,,,,"Una ciudad bioclimática de 267 viviendas cuya característica principal es el uso de energías renovables, gestión de residuos, optimización de recursos, ahorro energético y reciclaje de aguas.","José Francisco Aparicio Lois, Ismael De la Barba Palacio, Diana Martínez García,","SEOP Obras y Proyectos, S.L","Nireo S.L.","12 viviendas habitadas, las demás ejecutadas con distintos grados de acabado.","Edificación terminada con uso parcial",,,,,"214",,,"93273","Ruinas Modernas","IGN-PNOA. fecha vuelo 07-2011","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=405892&y=4538873.5&zone=30&r=232.5&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/ciudad-bioclimatica-la-encina","Ruinas Modernas, 6000km, Mediturban",,"NOE - Nuevo desarrollo urbano","Castilla y León","Segovia","Bernuy de Porrerros","Calle la Cruz de las Peñuelas, 7, 40190","40.995909, -4.119476","SAU “La Encina”","Ciudad Bioclimática La Encina",40.995909,-4.119476
"72",65,"0101000020E61000004B2366F679CC03C0541EDD088BE84440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"788","794376",,,,,,"La Ciudad del Medio Ambiente se concibe como un proyecto integral de asentamiento humano que sirva como ejemplo de la aplicabilidad real de las propuestas más avanzadas en materia ambiental. Un proyecto original, atrevido, llamado a ser referencia internacional en la tecnología, el conocimiento y el saber hacer que definen dela manera más precisa el concepto de desarrollo sostenible.","Francisco Mangado y Félix Arranz (masterplan) Mansilla + Tuñon architects (edificio cúpula de la Energía) U.T.E asistencia técnica Ciudad del Medio Ambiente (INCOSA, EMEA ingeniería S.L., Iturralde y Sagües ingenieros S.L","U.T.E Copsa Empresa Constructora S.A., Jovilma y Grupo Rio Vena","Gesturcal S.A. Gestión Urbanística de Castilla y León",,,,,,,,,,"5524800","Ruinas Modernas","Google maps","https://www.google.es/maps/place/42162+Garray,+Soria/@41.8165673,-2.4776319,1654m/data=!3m1!1e3!4m2!3m1!1s0xd5b2b5eddbc43e1:0x62fcd11517049d61!6m1!1e1","http://www.juliaschulzdornburg.com/cas/ciudad-del-medioambiente, http://ecowiki.ecologistasenaccion.org/index.php?title=Soria_-_Ciudad_del_Medio_Ambiente_en_Soto_de_Garray, http://www.nacionrotonda.com/2013/06/garray-ciudad-del-medio-ambiente-soria.html","Ruinas Modernas, Mediturban, Ecologistas en Acción, Nación Rotonda","NEU - Nueva entidad urbana","TEA - Terciario aislado","Castilla y León","Soria","Garray"," paraje Soto del Garray","41.816743, -2.474842","Proyecto Regional «Ciudad del Medio Ambiente»","Ciudad del Medio Ambiente",41.816743,-2.474842
"73",66,"0101000020E6100000C21550A8A7AF12C0056D72F8A4554440",0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 ha","0","0","1681","148558","Bloques lineales o torres exentas","Edificación en Manzana Cerrada",,"Residencial Colectivo","5",,"Gustabo A. Vazquez Sanchez ",,"Ayuntamiento de Ávila y GREENPAR PROYECTOS INMOBILIARIOS , s.I. ",,"Urbanización terminada","0","0","0","0","0",,,"234146",,"Vuelo PNOA 07-2014","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=358620&y=4503404&zone=30&r=798&visible=PNOA","http://www.nacionrotonda.com/2013/11/avila-noreste.html","UPM","NOE - Nuevo desarrollo urbano","NEU - Nueva entidad urbana","Castilla y León","Ávila","Ávila (noreste)","Calle la Palmas de Gran Canaria","40.669097, -4.671538"," Plan Parcial del sector PP3A ""Camineros 2A"" ,Plan Parcial del sector PP3B ""Camineros 2B""","PP. Camineros",40.669097,-4.671538
"74",67,"0101000020E61000004EB7EC10FF0013C029AE2AFBAED24440",0,,,"http://www.conurma.com/es/infraestructuras/actuacion-residencial-sector-18-villa-del-prado-en-valladolid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3601",,"También algún chalet unifamiliar","Edificación en Manzana Cerrada","Al menos en el 40% de las viviendas","Residencial Protegido",,"Además de las nuevas viviendas posee el nuevo Auditorio de Castilla y León y la sede de las cortes Regionales","Antonio Jara D'amico","Zarzuela S.A.","VIVA (Sociedad Municipal de Suelo y Vivienda de Valladolid)",,"Edificación terminada con uso parcial","34ha",,"0","0","3601","62.18%",528583,"850000","Mario Rodriguez Rodriguez","Vuelo PNOA 2014","http://fototeca.cnig.es/?&xy=313070,4568062,451822,4642302&SRS=EPSG:25830&lyr=Mapa",,"UPM","TIA - Infraestructuras de impacto territorial ","NOE - Nuevo desarrollo urbano","Castilla y León","Valladolid","Valladolid","Calle  M. San Lorenzo del Escorial","41.645965, -4.750973","Actuación residecial sector 18","Villa del prado (Valladolid)",41.645965,-4.750973
"75",80,"0101000020E6100000728170AA5AB70EC0006F264B52324440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,,,,,,,"https://www.google.es/maps/place/Pol%C3%ADgono+Industrial+Ventorro+del+Cano/@40.3931364,-3.8395284,788m/data=!3m1!1e3!4m2!3m1!1s0x0000000000000000:0xcb9f027fcade8aa2",,"Ecologistas en Acción",,"ZIP - Zona industrial vinculada a población","Comunidad de Madrid","Madrid",,"Polígono Industrial Ventorro del Cano","40.3931364,-3.8395284","Polígono ""Ventorro""","Ventorro",40.3931364,-3.8395284
"76",81,"0101000020E610000095A2F034F4FA0DC0C5FB1642731D4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbanización terminada",,,,,,,,,,,"https://www.google.es/maps/place/Paseo+de+Nicaragua,+28983+Parla,+Madrid/@40.2300799,-3.7475361,735m/data=!3m1!1e3!4m17!1m14!4m13!1m3!2m2!1d-3.7483797!2d40.2304624!1m3!2m2!1d-3.7475999!2d40.2306609!1m3!2m2!1d-3.7451815!2d40.2311972!3e2!3m1!1s0xd41f55f114ea47f:0x984d78e7c56209c4",,"Ecologistas en Acción",,"ZIP - Zona industrial vinculada a población","Comunidad de Madrid","Madrid","Parla","Paseo de Nicaragua, Parla","40.2300799,-3.7475361",,"Polígono en Parla",40.2300799,-3.7475361
"77",83,"0101000020E61000007F202F5A36690DC06B3D8DC580414440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,,,,"https://www.google.es/maps/place/Calle+Castrillo+de+Polvazares,+4,+28049+Madrid/@40.5117423,-3.6763732,2062m/data=!3m1!1e3!4m2!3m1!1s0xd422becad06d58d:0x751f02d0fc7eae53!6m1!1e1?hl=es","http://www.nacionrotonda.com/2013/05/arroyomolinos-madrid-2002-2012.html","Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Las Tablas","40.5117423,-3.6763732","PAU II- 3","Remate norte del PAU Las Tablas",40.5117423,-3.6763732
"78",69,"0101000020E6100000D5D0066003A2EF3F2461DF4E223A4540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,"30 km de pistas de ski, 900 viviendas de segunda residencia, 2.200 plazas hoteleras, un campo de golf, un spa con capacidad para 1000 personas y un centro de convenciones, 189 cañones de nieve, 2.200 plazas de aparcamiento subterráneas   ","Alonso Balaguer y arqs asociados (proyecto hotelero)","Fadesa","Vallfosca Interllacs S.A, Fadesa ",,,,,,,,,,"12646005","Ruinas Modernas","IGN-PNOA fecha vuelo: 06-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=334128&y=4702232&zone=31&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/vallfosca-mountain-golf-resort","Ruinas Modernas, Mediturban",,"DEN - Desarrollo ligado a espacios naturales","Cataluña","Lleida"," LaTorre de Cabdella","Ctra L-530 Espui","42.454172, 0.988527"," sectores SAU E1, SAU E2 y UA E2 de Espui, Domini Esquiable de Filià","Vallfosca Mountain y Golf Resort",42.454172,0.988527
"79",70,"0101000020E6100000BB99D18F86D3E23F71E65773805C4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eduardo Leira, i3 Consultores S.A. ",,,,,,"7/8/2005",,,"3500",,,,"1000","200000m2","vivienda colectiva bloque abierto, torres de baja altura y “poblado mediterráneo”. Viviendas unifamiliares aisladas o adosadas","Bloque exento","residencial unifamiliar","Residencial Colectivo",,"Un lugar sin precedentes para vivir y para disfrutar del ocio a otro nivel, un lugar diferente",,"Fadesa","Fadesa Inmobiliaria S.A.",,"Edificación no terminada",,,,,"170",,,"1255000","Ruinas Modernas","IGN-PNOA fecha vuelo: 06-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=295836&y=4510878&zone=31&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/mirador-del-ebro, http://www.nacionrotonda.com/2013/09/amposta-tarragona.html","Ruinas Modernas, Mediturban, Nación Rotonda",,"NEU - Nueva entidad urbana","Cataluña","Tarragona","L'Aldea"," N-340, 2 43896","40.722670, 0.588321","DUB-1 La Palma","El Mirador del Ebro",40.72267,0.588321
"80",71,"0101000020E6100000C32E8A1EF818E93F2FDE8FDB2F6F4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Urbano Rifaterra Espallargas",,,,,,"00/06/2000",,,"231",,,,"66","52423m2",,"Vivienda unifamiliar aislada","admite uso hotelero","Residencial Unifamiliar",,,,,"Port Olivet 2000 S.L.","edificación sin construir","Urbanización terminada",,,,,"0",,,"660100","ruinas modernas",,"http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=313558.2986&y=4526605.4343&zone=31&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/urbanizacion-port-olivet","Ruinas Modernas",,"NEU - Nueva entidad urbana","Cataluña","Tarragona","L'Ametlla de Mar","Polígono 15, Porta-Olivet","40.868648, 0.784298","sector G-5 Port Olivet","Urbanización Port Olivet",40.868648,0.784298
