"","cartodb_id","the_geom","plazas_hoteleras_aprobadas_en_planeamiento","ubicacion_codigo_ine_municipio","archivos_adjuntos","material_grafico","enlaces_noticias","dominio_publico","zonificacion_nivel_proteccion","nombre_figuras_proteccion_ambiental","figuras_proteccion_ambiental","entidades_financieras","concurso_acreedores","cuantia_hipoteca","hipoteca_cargas","fallo","tribunal_dicta","n_fecha_sentencias","sentencias_judiciales","recursos_interpuestos","otros_urbanistico_politica","licencia_urbanistico_politica","proyecto_urbanistico_politica","modificacion_urbanistico_politica","plan_parcial_urbanistico_politica","convenio_urbanistico_politica","otros_planeamiento_tecnico_redactor","licencia_obras_planeamiento_tecnico_redactor","proyecto_urbanistico_planeamiento_tecnico_redactor","modificacion_pgou_planeamiento_tecnico_redactor","plan_parcial_planeamiento_tecnico_redactor","convenio_urbanistico_planeamiento_tecnico_redactor","otras_fechas_planeamiento_fecha_licencia","licencia_obras_planeamiento_fecha_licencia","proyecto_urbanistico_planeamiento_fecha_licencia","modificacion_pgou_planeamiento_fecha_licencia","plan_parcial_planeamiento_fecha_licencia","convenio_urbanistico_planeamiento_fecha_licencia","numero_de_visitantes_previsto_aplicable_centros_de_ocio_planeam","numero_habitantes_previsto_planeamiento","parcelas_uso_equipamiento_aprobadas_planeamiento","parcelas_uso_comercial_aprobadas_en_planeamiento","parcelas_uso_industrial_aprobadas_en_planeamiento","viviendas_aprobadas_en_planeamiento","edificabilidad_absoluta_planificada_o_aprobada","comentarios_tipologia","tipologia_edificatoria","comentarios_otros","uso","ubicacion_codigo_ine_provincia","descripcion_propiedad","arquitecto_o_tecnico_redactor","constructor","promotor","comentarios_otras_opciones","estado_actual","parcelas_uso_equipamiento_construidas","parcelas_uso_comercial_construidas","parcelas_uso_industrial_construidas","plazas_hoteleras_construidas","viviendas_construidas","suelo_ocupado_actual","superficie_construida","superficie_terreno","padre_adoptivo","fecha_autor_fuente_de_la_foto","enlance_a_mapa_foto_aerea","enlace_web","fuente","tipologia_asentamiento_secundario","tipologia_asentamiento_principal","comunidad_autonoma","provincia","municipio","direccion","latitud_longitud","nombre_urbanistico","nombre_promocional","latitud","longitud"
"1",9,"0101000020E6100000FCFECD8B13DF12C02F88484DBB544240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,"500,000",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"2500000","Ruinas modernas","IGN-PNOA. fecha vuelo 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=346502&y=4054026&zone=30&r=632&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/la-mota-golf","Ruinas modernas","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Andalucía","Málaga","Alhaurín el Grande","Urbanizacion UR9, 21 29120","36.661966, -4.717848","Sector UR 9, “La Mota”","La Mota Golf",36.661966,-4.717848
"2",10,"0101000020E610000033DFC14F1C7012C0234BE658DE4B4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,721.50",,,,"1,349","155,132",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"674485","Ruinas modernas","IGN-PNOA. fecha vuelo 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=356374&y=4050916&zone=30&r=632&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/buenavista-del-mar","Ruinas modernas",,"NEU - Nueva entidad urbana","Andalucía","Málaga","Mijas","Autovía A-368, 29650","36.592723, -4.609483","Sector SUP S-11 (RT) ""Buenavista""","Buenavista del mar- Buenavista del Sol",36.592723,-4.609483
"3",33,"0101000020E61000002D414640857313C00038F6ECB9B64540",,33036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Residencial Unifamiliar","ADP2. Plurifamiliar Adosada","Viviendas adosadas",,"Urzaca","Urazca",,"Edificación no terminada",,,,,,"750",750,"2700","@icaroviedo",,,,,,"NEU - Nueva entidad urbana","Asturias",,"Llanes","Bricia, 23","43.427549, -4.862813","ADP2. Plurifamiliar Adosada","Urazca",43.427549,-4.862813
"4",32,"0101000020E6100000F37684D3827717C0E316F37343AD4540",,33044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Residencial Colectivo",,,,,,,"Edificación no terminada",,,,,,"790",790,"3300","@icaroviedo",,"http://www.ign.es/iberpix2/visor/?&visible=VEC;OI.OrthoimageCoverage;OpenLayers_Layer_Vector_4539&x=267672.49&y=4804056.78&level=18&srid=25830",,,,"NOE - Nuevo desarrollo urbano","Asturias",,"Oviedo","Av. Cristo de las Cadenas, 71","43.353621,-5.866710",,"Armonía",43.353621,-5.86671
"5",11,"0101000020E6100000015130630A6613C06BD784B4C64A4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"448.00",,,,"128","14,844",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"123700","Ruinas modernas","IGN-PNOA. fecha vuelo 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=334651&y=4050269&zone=30&r=232.5&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/puerto-ojen","Ruinas Modernas",,"NEU - Nueva entidad urbana","Andalucía","Málaga","Ojén","Autovías A-355 y A-7103,29610","36.584189, -4.849649","Sector AU-11 “Puerto de Ojén”, SUC PA- 3 “Puerto de Ojén” (PGOU 2011)","Puerto Ojén",36.584189,-4.849649
"6",12,"0101000020E610000080F0A1444BFE0CC0F04DD367078A4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"José Antonio Cobo Baro",,,,,,,,,"1,151.50",,,,"329",,,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"300000","Ruinas Modernas","IGN-PNOA. fecha vuelo 06-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=444478&y=4103714&zone=30&r=465&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/urbanizacion-las-alondras","Ruinas Modernas",,"NOE - Nuevo desarrollo urbano","Andalucía","Granada","Otura","Avenida Villa de Otura","37.078351, -3.624167","sector S-5","Urbanización las Alondras",37.078351,-3.624167
"7",62,"0101000020E6100000E9482EFF215D16C08350DEC7D17A4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1687",,,,"482","72336",,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Urbanización no terminada",,,,,,,,"239534","Ruinas Modernas",,,"http://www.juliaschulzdornburg.com/cas/urbanizacion-la-ladera, http://www.nacionrotonda.com/2013/05/naharros-del-rio-salamanca-2006-2012.html","Ruinas Modernas, Nación Rotonda",,"NEU - Nueva entidad urbana","Castilla y León","Salamanca","Pelabravo"," Ctra. de Santa Marta de Tormes a Nuevo Naharros.","40.959527, -5.590950","Sector UBZ-26","Urbanización La Ladera ",40.959527,-5.59095
"8",13,"0101000020E61000000C74ED0BE8250DC077DB85E63A874240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,800.00",,,,"800","168,000",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"840000","Ruinas Modernas","IGN-PNOA. fecha vuelo 06-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=443278&y=4101530&zone=30&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/carmenes-del-suspiro","Ruinas Modernas",,"NEU - Nueva entidad urbana","Andalucía","Granada","Dílar","N-323a","37.056485, -3.643509","UE-18 “Cañadas del Parque”","Urb. Cañadas del Parque",37.056485,-3.643509
"9",1,"0101000020E61000001841632651AFFDBF38F3AB39408A4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,882.50",,,,"1,395",,,"Bloque exento","residencial colectivo y turístico","Residencial Unifamiliar",,,,,,,"Edificación terminada con uso parcial",,,,,,,,"2895000","Ruinas Modernas, Shen","IGN-PNOA. fecha vuelo: 06-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=601628.75&y=4104188.75&zone=30&r=936&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/playa-macenas-resort, http://www.nacionrotonda.com/2013/05/mojacar-almeria-2002-2011.html, http://www.nacionrotonda.com/2014/06/horta-guadalajara_20.html ","Ruinas Modernas, Nación Rotonda","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Andalucía","Almería","Mojácar","Paraje Cortijo Blanco s/n, 04638 ","37.080085, -1.855302","Sector 1 Macenas","Playa Macenas Beach & Golf Resort ",37.080085,-1.855302
"10",2,"0101000020E610000055F833BC59C3FABF87C1FC1532AF4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000",,"viviendas unifamiliares aisladas","Bloque exento",,"Residencial Unifamiliar",,,,,,,"Edificación no terminada",,,,,,,,"2160000","Ruinas Modernas, Shen","IGN-PNOA. fecha vuelo: 06-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=617658.75&y=4136446.75&zone=30&r=936&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/golden-sun-bg-resort, http://www.nacionrotonda.com/2013/06/san-juan-almeria.html","Ruinas Modernas, Nación Rotonda","NOE - Nuevo desarrollo urbano","DEO - Desarrollo ligado a instalaciones de ocio","Andalucía","Almería","Pulpí","Calle pacifico, San Juan de Terreros, ","37.368716, -1.672693","Sector Costa-1","Golden Sun Beach & Golf Resort",37.368716,-1.672693
"11",68,,0,225,,"http://www.adeparques.es/ficheros/folletos_segovia/Villacastin.pdf",,,,,"No hay ninguna protección especial",,,,,,"Tribunal Superior de Justicia de Castilla y León","12/18/0209","queda anulado el Convenio Urbanístico entre GESTURCAL y el Ayuntamiento. ","una serie de propietarios impugnan el Convenio y por tanto la Aprobación del Proyecto de Actuación y el de Reparcelación",,,,,,,,,,,,,,,,"12/21/2011","6/14/2006","4/12/2005",,,"4","0","213","0","394426","Naves industriales","Otros",,"Industrial","40","Urbanización del polígono, sin ninguna edificación",,"GESTURCAL SA","Ayuntamiento de Villacastín y GESTURCAL SA",,"Urbanización terminada","0","0","0","0","0","0",296978,"594,833.00","Jorge Jerez Cepa","Google, instituto geografico internacional","https://www.google.es/maps/place/40150+Villacast%C3%ADn,+Segovia/@40.7779655,-4.4236275,2816m/data=!3m1!1e3!4m2!3m1!1s0xd40e213d9fcebdb:0xdd1d9162c13ac3b!6m1!1e1","http://www.nacionrotonda.com/search/label/Segovia","UPM","ZIA - Zona industrial aislada","ZIP - Zona industrial vinculada a población","Castilla y León","Segovia","Villacastín","Nacional N-VI, p.k.80","40.782778, -4.425448","Plan Parcial del Polígono Industrial de Villacastín","Polígono Industrial de Villacastín",40.782778,-4.425448
"12",100,,,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,"49375",,,"19665000",,,"https://www.google.es/maps/@40.3523101,-3.6393023,4850m/data=!3m1!1e3?hl=es",,"Ecologistas en Acción",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Madrid","Poligono UZP0301 Valdecarros, 97, Madrid","40.3523101,-3.6393023","UZP 3.01","Desarrollo del Este-Valdecarros",40.3523101,-3.6393023
"13",28,"0101000020E610000054909F8D5CF7F0BF61DD787764CE4440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30114",,,,"8604","1615132",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"3424717","ruinas modernas","IGN-PNOA fecha vuelo: 07-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=661714&y=4608210&zone=30&r=522&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/ciudad-zaragoza-golf, http://www.nacionrotonda.com/2013/05/la-muela-zaragoza-2002-2011.html","Ruinas Modernas, Nación Rotonda, UPM","DEO - Desarrollo ligado a instalaciones de ocio","NEU - Nueva entidad urbana","Aragón","Zaragoza","La Muela","Autovía del Nordeste, 50196","41.612441, -1.060391","Sector 3.1 PR, Sector 3.2.1, Sector 3.2.2, Sector 3.2.3","Ciudad zaragoza Golf",41.612441,-1.060391
"14",3,"0101000020E6100000F3C7B4368D5D14C0C1559E40D8394240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,500.00",,,,"140",,,"Bloque adosado",,"Residencial Colectivo",,,,,,"trabajos de urbanización no acabados","Edificación no terminada",,,,,,,,"57262","Ruinas Modernas","IGN-PNOA. fecha vuelo: 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=312575.25&y=4036189.25&zone=30&r=234&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/urbanizacion-dominion-heights, http://www.6000km.org/localizaciones/urbanizacion-abandonada-en-llanos-del-velerin/","Ruinas Modernas, Mediturban, 6000km",,"NEU - Nueva entidad urbana","Andalucía","Málaga","Estepona","Dominion Heights, El Velerín, ","36.451912, -5.091359","UEN-C13 “Arroyo Barranco”","Urbanización Dominion Heights",36.451912,-5.091359
"15",4,"0101000020E61000009355116E324A14C07EC9C6832D3A4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,,,"Vivienda unifamiliar aislada",,"Residencial Unifamiliar",,,,,,"sólo hay dos parcelas edificadas","Urbanización terminada",,,,,,,,"173176","Ruinas Modernas","IGN-PNOA. fecha vuelo: 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=314298.75&y=4036446.25&zone=30&r=234&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/llanos-de-la-boladilla","Ruinas Modernas",,"NEU - Nueva entidad urbana","Andalucía","Málaga","Estepona","Autovía del Mediterráneo, 1-3, 29680 ","36.454514, -5.072458","Sector SUP-C-9, Llanos de la Boladilla","Urbanización Llanos de la Boladilla",36.454514,-5.072458
"16",5,"0101000020E6100000F3E7DB82A59A14C0F19D98F562384240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,,,"Volumen específico",,"Residencial Colectivo",,,,,,,"Edificación no terminada",,,,,,,,"285562","Ruinas Modernas","IGN-PNOA. fecha vuelo: 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=307064.75&y=4034943.25&zone=30&r=468&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/altos-de-estepona","Ruinas Modernas",,"NEU - Nueva entidad urbana","Andalucía","Málaga","Estepona","Ctra Gral. de Genalguacil Km.2 ","36.440520, -5.151022","SUP-R8 “Altos de Estepona”","Los Altos de Estepona",36.44052,-5.151022
"17",6,"0101000020E6100000F226BF45273B14C0CBDB114E0B3E4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,,,"Bloque adosado",,"Residencial Colectivo",,,,,,,"Inicio de los trabajos (movimiento de tierras)",,,,,,,,"2568790","Ruinas Modernas","IGN-PNOA. fecha vuelo: 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=315690&y=4039660&zone=30&r=936&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/complejo-la-hacienda","Ruinas Modernas","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Andalucía","Málaga","Benahavís","Autopista del Mediterráneo, 29679, ","36.484720, -5.057767","SUP- Sector Montemayor Bajo","Complejo residencial y comercial La Hacienda ",36.48472,-5.057767
"18",118,"0101000020E6100000B4AA251DE5A0F0BF6F4A79AD84EC4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"868",,,,"248","41777",,"Vivienda unifamiliar pareada o adosada",,"Residencial Unifamiliar",,,,,,,"Edificación no terminada",,,,,,,,"506388","Ruinas Modernas",,,"http://www.juliaschulzdornburg.com/cas/lo-santiago-hills","Ruinas Modernas",,"NEU - Nueva entidad urbana","Región de Murcia",,"Murcia","Finca Los Santiago, Gea y Truyols","37.847799,-1.039281","ZU-SP-GT4 “El Trampolin”","Lo Santiago Hills",37.847799,-1.039281
"19",7,"0101000020E6100000FEB7921D1BD114C025581CCEFC324240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,,,"Volumen específico",,"Terciario Recreativo",,,,,,,"Edificación terminada sin uso",,,,,,,,"71329","Ruinas Modernas","IGN-PNOA. fecha vuelo 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=302282.75&y=4030364.75&zone=30&r=232.5&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/balcones-de-la-galera","Ruinas Modernas",,"NEU - Nueva entidad urbana","Andalucía","Málaga","Estepona","Punto kilométrico 148,700 de la CN-340, La Gaspara, ","36.398340, -5.204205","Sector UEP - 010 ""La Galera I""","Balcones de la Galera",36.39834,-5.204205
"20",8,"0101000020E6100000B4AA251DE57013C0B6D782DE1B454240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,,,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"200553","Ruinas modernas","IGN-PNOA. fecha vuelo 07-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=333715.5&y=4045501&zone=30&r=632&visible=PNOA;","http://www.juliaschulzdornburg.com/residencial-montecalero","Ruinas modernas",,"NEU - Nueva entidad urbana","Andalucía","Málaga","Ojén","Finca “Arroyo Calero”","36.539913, -4.860249","SURS-RT.3 ARROYO CALERO ( AU6 Arroyo Calero)","Residencial Montecalero",36.539913,-4.860249
"21",14,"0101000020E6100000C8444AB3799C0DC039268BFB8F884240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,"2,076,907",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"3442613","Ruinas Modernas","IGN-PNOA. fecha vuelo 06-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=437580&y=4102356&zone=30&r=522&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/alin-parque-empresarial, http://www.nacionrotonda.com/2013/05/la-malaha-granada-2004-2011.html","Ruinas Modernas, Nación rotonda",,"ZIA - Zona industrial aislada","Andalucía","Granada","Alhendín","Av. de Frontilin, 2. 18620","37.066894, -3.701404","sector IND-01 “Pago el Marchal”","Alín. Parque empresarial de Granada",37.066894,-3.701404
"22",15,"0101000020E610000005A3923A014D0CC0E84B6F7F2E9C4240",,,"Toda la información sobre el PGOU de Viznar http://ws041.juntadeandalucia.es/medioambiente/situadifusion/pages/documentosCompartir.jsf?bXVuaWNpcGlvc3NlbGVjY2lvbmFkb3M9MTgxODkmal9pZDU9al9pZDUmal9pZDU6al9pZDU4PWpfaWQ1OmpfaWQ1OCZjb2RpZ29zTm9tYnJlc011bmljaXBpb3M9W3siaWQiOiIxODE4OSIsIm5vbWJyZSI6IlbNWk5BUiJ9XSZEYXRhVGFibGVzX1RhYmxlXzBfbGVuZ3RoPTEwJmNoZWNrQm94U2VsPWFwcm9iYWRvJmphdmF4LmZhY2VzLlZpZXdTdGF0ZT1qX2lkMyZjb2RpZ29zTXVuaWNpcGlvcz0xODE4OSZtdW5pY2lwaW9zU2VsZWM9Vs1aTkFSJmNvZEZpZ3VyYT0zMzMw, PLano del plan parcial: http://ws041.juntadeandalucia.es/medioambiente/situadifusion/pages/descargaDocumentos.jsf?doc=32949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,,,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"233669","Ruinas Modernas","IGN-PNOA. fecha vuelo 06-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=452374&y=4119450&zone=30&r=522&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/lomas-de-buenos-aires","Ruinas Modernas",,,"Andalucía","Granada","Víznar","Intersección de la N-342 con la GR-NE52","37.220169, -3.537600","Sector “Puerto Lobo”","Urbanización Lomas de Buenos Aires",37.220169,-3.5376
"23",16,"0101000020E6100000371C96067E7418C06B63EC8497CA4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,,,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,,"Ruinas Modernas","IGN-PNOA. fecha vuelo 06-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=754747.5&y=4163484&zone=29&r=465&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/lomas-de-guillena","Ruinas Modernas",,"NEU - Nueva entidad urbana","Andalucía","Sevilla","Guillena","Av de la Plata, 64. 41219, Las Pajanosas","37.582749, -6.113762","Sector “Camino de Garrobo”","Complejo Residencial Lomas de Guillena,",37.582749,-6.113762
"24",17,"0101000020E61000009700FC53AA3418C0E5B9BE0F07BB4240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,,"267,236",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"431026","Ruinas Modernas","IGN-PNOA. fecha vuelo 06-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=761099&y=4150007&zone=29&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/parque-empresarial-argentum","Ruinas Modernas","TEA - Terciario aislado","ZIA - Zona industrial aislada","Andalucía","Sevilla","Salteras","Ctra. Nacional 630, km 805","37.461153, -6.051431","Sector Sur ""Ruta de la Plata"" PPI 4.1","Parque Empresarial Argentum",37.461153,-6.051431
"25",18,"0101000020E6100000AE2CD15966A11DC0AF3E1EFAEEA04240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,309.00",,,,"6,374","637,650",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"4606876","Ruinas Modernas","IGN-PNOA. fecha vuelo 056-2013","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=640608&y=4125080&zone=29&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/costa-esuri, http://www.nacionrotonda.com/2014/01/costa-esury-huelva.html, http://ecowiki.ecologistasenaccion.org/index.php?title=Ayamonte_-_Urbanizaci%C3%B3n_Costa_Esuri","Ruinas Modernas, Ecologistas en Acción, Nación Rotonda","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Andalucía","Huelva","Ayamonte","Av. Vicente Alexandre, 21400","37.257293, -7.407617","Sector nº1 “Puente Esuri”","Costa Esuri",37.257293,-7.407617
"26",19,"0101000020E610000000000000287E0DC0486548F268A24240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lo he visitado y está completamente terminado y abandonado.","Edificación terminada sin uso",,,,,,,,"35000","Viskovitz",,,,,,"DEO - Desarrollo ligado a instalaciones de ocio","Andalucía","Granada","Atarfe","tra. Caparacena s/n","37.26882771048491,-3.6865997314453125","Medina Elvira","Medina Elvira Golf Residencial",37.2688277104849,-3.68659973144531
"27",20,"0101000020E6100000D3286E26F0280FC0CA7443AE2FE24240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edificación en Manzana compacta",,"Residencial Colectivo",,,,,,"Lleva parado desde el inicio de la crisis y sin visos de que vuelva a ponerse en marcha.","Edificación no terminada",,,,,,,,,,,,,,,"NOE - Nuevo desarrollo urbano","Andalucía","Jaén","Torredelcampo","Prado Redondo, 5","37.7670801, -3.8949893",,"Edificio Emperador",37.7670801,-3.8949893
"28",39,"0101000020E6100000DA756F4562C22BC0AB5D13D21AAF3C40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#VALUE!",,,,"2500","144603",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"1670000","Ruinas Modernas","IGN-PNOA fecha vuelo 03-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=610337.6907&y=3173426.0038&zone=28&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/la-oliva-casas-golf, http://www.nacionrotonda.com/2014/02/function-container142e.html","Ruinas Modernas, Mediturban, Nación Rotonda","DEO - Desarrollo ligado a instalaciones de ocio","NEU - Nueva entidad urbana","Canarias","Las Palmas","La Oliva","FV-101, lindante de la Capellanía","28.684003, -13.879656","SAU-11 Atalaya Dorada","Urbanización La Oliva Casas & Golf",28.684003,-13.879656
"29",40,"0101000020E6100000F2D3B837BFC92BC0B42094F771A83C40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8907.5",,,,"2545","650095",,"Volumen específico",,"Terciario Recreativo",,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"1226595","Ruinas Modernas","IGN-PNOA fecha vuelo 03-2012","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=607891.6907&y=3170822.0038&zone=28&r=930&visible=PNOA;","http://www.juliaschulzdornburg.com/cas/casilla-costa","Ruinas Modernas","ZIA - Zona industrial aislada","NEU - Nueva entidad urbana","Canarias","Las Palmas","La Oliva","Ctra. Francisco Bordón Méndez s/n","28.657989, -13.894037","SAU PSI-1 Casilla de Costa","Casilla Costa",28.657989,-13.894037
"30",82,"0101000020E6100000938554F602480FC0D069CCDA5C224440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edificación no terminada",,,,,,,,,,,"https://www.google.es/maps/place/Calle+de+Fuengirola,+16,+28939+Arroyomolinos,+Madrid/@40.2684587,-3.9101619,4861m/data=!3m1!1e3!4m2!3m1!1s0xd418d60291bdf5d:0xd3b84c8ce3cbc941!6m1!1e1?hl=es",,"Nación rotonda",,"NOE - Nuevo desarrollo urbano","Comunidad de Madrid","Madrid","Arroyomolinos","Arroyomolinos","40.2684587,-3.9101619","Sectores “Valdefuentes”","Extensión de Arroyomolinos",40.2684587,-3.9101619
